Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
BestMatch,9.42329,Exact,0,Acanthus mollis L.,Acanthus mollis L.,Acanthus mollis,92T9,Acanthus mollis L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Acantheae|Acanthinae|Acanthus|Acanthus mollis,
BestMatch,9.42329,Exact,0,Dicliptera peduncularis Nees,Dicliptera peduncularis Nees,Dicliptera peduncularis,35Q8P,Dicliptera peduncularis Nees,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Justicieae|Justiciinae|Dicliptera|Dicliptera peduncularis,
BestMatch,9.42329,Exact,0,Hypoestes phyllostachya Baker,Hypoestes phyllostachya Baker,Hypoestes phyllostachya,3NVS3,Hypoestes phyllostachya Baker,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Justicieae|Justiciinae|Hypoestes|Hypoestes phyllostachya,
BestMatch,9.42329,Exact,0,Justicia brandegeeana Wassh. & L.B.Sm.,Justicia brandegeeana Wassh. & L.B.Sm.,Justicia brandegeeana,3QVZF,Justicia brandegeeana Wassh. & L.B.Sm.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Justicieae|Justiciinae|Justicia|Justicia brandegeeana,
BestMatch,9.42329,Exact,0,Justicia carnea Lindl.,Justicia carnea Lindl.,Justicia carnea,3QW3R,Justicia carnea Lindl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Justicieae|Justiciinae|Justicia|Justicia carnea,
BestMatch,9.42260,Exact,0,Justicia secunda Vahl,Justicia secunda Vahl,Justicia secunda,182328,Justicia secunda Vahl,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Lamiales|Acanthaceae|Justicia|Justicia secunda,
BestMatch,9.42329,Exact,0,Megaskepasma erythrochlamys Lindau,Megaskepasma erythrochlamys Lindau,Megaskepasma erythrochlamys,3YZ3J,Megaskepasma erythrochlamys Lindau,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Justicieae|Justiciinae|Megaskepasma|Megaskepasma erythrochlamys,
BestMatch,9.42260,Exact,0,Pachystachys lutea Nees,Pachystachys lutea Nees,Pachystachys lutea,832842,Pachystachys lutea Nees,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Lamiales|Acanthaceae|Pachystachys|Pachystachys lutea,
BestMatch,9.42329,Exact,0,Ruellia blechum L.,Ruellia blechum L.,Ruellia blechum,4TMVF,Ruellia blechum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Ruellieae|Ruelliinae|Ruellia|Ruellia blechum,
BestMatch,9.42329,Exact,0,Stenandrium dulce (Cav.) Nees,Stenandrium dulce (Cav.) Nees,Stenandrium dulce,4ZTTH,Stenandrium dulce (Cav.) Nees,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Acantheae|Aphelandrinae|Stenandrium|Stenandrium dulce,
BestMatch,9.42260,Exact,0,Stenostephanus sanguineus (Nees) Wassh.,Stenostephanus sanguineus (Nees) Wassh.,Stenostephanus sanguineus,wfo-0000433751-2025-06,Stenostephanus sanguineus (Nees) Wassh.,false,196,World Flora Online,Plantae|Pteridobiotina|Angiosperms|Lamiales|Acanthaceae|Stenostephanus|Stenostephanus sanguineus,
BestMatch,9.42226,Exact,0,Thunbergia alata Sims,Thunbergia alata Sims,Thunbergia alata,bare-name-117241-3,,false,167,IPNI,,
BestMatch,9.42329,Exact,0,Thunbergia grandiflora (Rottl.) Roxb.,Thunbergia grandiflora (Roxb. ex Rottler) Roxb.,Thunbergia grandiflora,56NYK,Thunbergia grandiflora (Roxb. ex Rottler) Roxb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Thunbergioideae|Thunbergieae|Thunbergia|Thunbergia grandiflora,
BestMatch,9.42329,Exact,0,Saurauia isoxanthotricha Buscal.,Saurauia isoxanthotricha Buscal.,Saurauia isoxanthotricha,79Q3B,Saurauia isoxanthotricha Buscal.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Actinidiaceae|Saurauioideae|Saurauia|Saurauia isoxanthotricha,
BestMatch,9.42329,Exact,0,Saurauia scabra (Kunth) D.Dietr.,Saurauia scabra (Kunth) D.Dietr.,Saurauia scabra,79Q58,Saurauia scabra (Kunth) D.Dietr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Actinidiaceae|Saurauioideae|Saurauia|Saurauia scabra,
BestMatch,9.42329,Exact,0,Saurauia ursina Triana & Planch.,Saurauia ursina Triana & Planch.,Saurauia ursina,79Q7M,Saurauia ursina Triana & Planch.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Actinidiaceae|Saurauioideae|Saurauia|Saurauia ursina,
BestMatch,9.42295,Exact,0,Aptenia cordifolia (L.fil.) Schwant.,Aptenia cordifolia (L.fil.) Schwantes,Aptenia cordifolia,FYCT,Mesembryanthemum cordifolium L.fil.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Aizoaceae|Mesembryanthemoideae|Mesembryanthemum|Mesembryanthemum cordifolium,
BestMatch,9.42329,Exact,0,Carpobrotus acinaciformis (L.) L.Bolus,Carpobrotus acinaciformis (L.) L.Bolus,Carpobrotus acinaciformis,5XDQS,Carpobrotus acinaciformis (L.) L.Bolus,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Aizoaceae|Ruschioideae|Ruschieae|Carpobrotus|Carpobrotus acinaciformis,
BestMatch,9.42329,Exact,0,Carpobrotus edulis (L.) N.E.Br.,Carpobrotus edulis (L.) N.E.Br.,Carpobrotus edulis,RG7K,Carpobrotus edulis (L.) N.E.Br.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Aizoaceae|Ruschioideae|Ruschieae|Carpobrotus|Carpobrotus edulis,
BestMatch,9.42329,Exact,0,Delosperma cooperi (Hook.f.) L.Bolus,Delosperma cooperi (Hook.fil.) L.Bolus,Delosperma cooperi,34H8G,Delosperma cooperi (Hook.fil.) L.Bolus,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Aizoaceae|Ruschioideae|Ruschieae|Delosperma|Delosperma cooperi,
BestMatch,9.42329,Exact,0,Lampranthus aureus (L.) N.E.Br.,Lampranthus aureus (L.) N.E.Br.,Lampranthus aureus,3S3MM,Lampranthus aureus (L.) N.E.Br.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Aizoaceae|Ruschioideae|Ruschieae|Lampranthus|Lampranthus aureus,
BestMatch,9.42329,Exact,0,Lampranthus multiradiatus (Jacq.) N.E.Br.,Lampranthus multiradiatus (Jacq.) N.E.Br.,Lampranthus multiradiatus,6NVPC,Lampranthus multiradiatus (Jacq.) N.E.Br.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Aizoaceae|Ruschioideae|Ruschieae|Lampranthus|Lampranthus multiradiatus,
BestMatch,9.42226,Exact,0,Lampranthus roseus Schwantes,Lampranthus roseus Schwantes,Lampranthus roseus,702338,,false,165,Tropicos,,
BestMatch,9.42329,Exact,0,Lampranthus spectabilis (Haw.) N.E. Br.,Lampranthus spectabilis (Haw.) N.E.Br.,Lampranthus spectabilis,3S3TP,Lampranthus spectabilis (Haw.) N.E.Br.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Aizoaceae|Ruschioideae|Ruschieae|Lampranthus|Lampranthus spectabilis,
BestMatch,9.42329,Exact,0,Malephora crocea (Jacq.) Schwantes,Malephora crocea (Jacq.) Schwantes,Malephora crocea,3XMQD,Malephora crocea (Jacq.) Schwantes,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Aizoaceae|Ruschioideae|Ruschieae|Malephora|Malephora crocea,
BestMatch,9.42329,Exact,0,Oscularia deltoides (L.) Schwant.,Oscularia deltoides (L.) Schwantes,Oscularia deltoides,6SYVL,Oscularia deltoides (L.) Schwantes,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Aizoaceae|Ruschioideae|Ruschieae|Oscularia|Oscularia deltoides,
BestMatch,9.42329,Exact,0,Limnocharis flava (L.) Buchenau,Limnocharis flava (L.) Buchenau,Limnocharis flava,6QBL7,Limnocharis flava (L.) Buchenau,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Alismataceae|Limnocharis|Limnocharis flava,
BestMatch,9.42329,Exact,0,Sagittaria subulata (L.) Buchenau,Sagittaria subulata (L.) Buchenau,Sagittaria subulata,4TYSL,Sagittaria subulata (L.) Buchenau,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Alismataceae|Sagittaria|Sagittaria subulata,
BestMatch,9.42329,Exact,0,Alstroemeria aurea Graham,Alstroemeria aurea Graham,Alstroemeria aurea,C8WY,Alstroemeria aurea Graham,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Alstroemeria|Alstroemeria aurea,
BestMatch,9.42329,Exact,0,Alstroemeria ligtu L.,Alstroemeria ligtu L.,Alstroemeria ligtu,C92K,Alstroemeria ligtu L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Alstroemeria|Alstroemeria ligtu,
BestMatch,9.41215,Exact,0,Alstroemeria 'Mirella',Alstroemeria L.,Alstroemeria,8VTMQ,Alstroemeria L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Alstroemeria,
BestMatch,9.42329,Exact,0,Bomarea andreana Baker,Bomarea andreana Baker,Bomarea andreana,5WNYV,Bomarea andreana Baker,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Bomarea|Bomarea andreana,
BestMatch,9.42329,Exact,0,Bomarea hirsuta (Kunth) Herb.,Bomarea hirsuta (Kunth) Herb.,Bomarea hirsuta,68NKB,Bomarea hirsuta (Kunth) Herb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Bomarea|Bomarea hirsuta,
BestMatch,9.42295,Exact,0,Bomarea hispida Baker,Bomarea hispida Baker,Bomarea hispida,5WNKD,Bomarea pauciflora (Kunth) Herb.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Bomarea|Bomarea pauciflora,
BestMatch,9.42329,Exact,0,Bomarea lancifolia Baker,Bomarea lancifolia Baker,Bomarea lancifolia,68NKL,Bomarea lancifolia Baker,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Bomarea|Bomarea lancifolia,
BestMatch,9.42329,Exact,0,Bomarea linifolia (Kunth) Baker,Bomarea linifolia (Kunth) Baker,Bomarea linifolia,68NLS,Bomarea linifolia (Kunth) Baker,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Bomarea|Bomarea linifolia,
BestMatch,9.42329,Exact,0,Bomarea multiflora (L.f.) Mirb.,Bomarea multiflora (L.f.) Mirb.,Bomarea multiflora,5WNM5,Bomarea multiflora (L.f.) Mirb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Bomarea|Bomarea multiflora,
BestMatch,9.42329,Exact,0,Bomarea patinii Baker,Bomarea patinii Baker,Bomarea patinii,5WNLF,Bomarea patinii Baker,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Bomarea|Bomarea patinii,
BestMatch,9.42329,Exact,0,Bomarea pauciflora (Kunth) Herb.,Bomarea pauciflora (Kunth) Herb.,Bomarea pauciflora,68NLF,Bomarea pauciflora (Kunth) Herb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Bomarea|Bomarea pauciflora,
BestMatch,9.42329,Exact,0,Bomarea setacea (Ruiz & Pav.) Herb.,Bomarea setacea (Ruiz & Pav.) Herb.,Bomarea setacea,68NN7,Bomarea setacea (Ruiz & Pav.) Herb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Bomarea|Bomarea setacea,
BestMatch,9.42295,Exact,0,Bomarea vestita Baker,Bomarea vestita Baker,Bomarea vestita,MF2V,Bomarea multiflora (L.f.) Mirb.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Alstroemeriaceae|Bomarea|Bomarea multiflora,
BestMatch,9.42329,Exact,0,Liquidambar styraciflua L.,Liquidambar styraciflua L.,Liquidambar styraciflua,6QJRL,Liquidambar styraciflua L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Altingiaceae|Liquidambar|Liquidambar styraciflua,
BestMatch,9.42329,Exact,0,Alternanthera bettzickiana (Regel) G.Nicholson,Alternanthera bettzickiana (Regel) G.Nicholson,Alternanthera bettzickiana,65Y9G,Alternanthera bettzickiana (Regel) G.Nicholson,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Froelichiinae|Alternanthera|Alternanthera bettzickiana,
BestMatch,9.42329,Exact,0,Alternanthera brasiliana (L.) Kuntze,Alternanthera brasiliana (L.) Kuntze,Alternanthera brasiliana,65XXH,Alternanthera brasiliana (L.) Kuntze,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Froelichiinae|Alternanthera|Alternanthera brasiliana,
BestMatch,9.42329,Exact,0,Alternanthera caracasana Kunth,Alternanthera caracasana Kunth,Alternanthera caracasana,669XM,Alternanthera caracasana Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Froelichiinae|Alternanthera|Alternanthera caracasana,
BestMatch,9.42260,Exact,0,Alternanthera elongata (Willd.) Schinz,Alternanthera elongata (Willd.) Schinz,Alternanthera elongata,wfo-0000528545-2025-06,Alternanthera elongata (Willd.) Schinz,false,196,World Flora Online,Plantae|Pteridobiotina|Angiosperms|Caryophyllales|Amaranthaceae|Alternanthera|Alternanthera elongata,
BestMatch,9.42295,Exact,0,Alternanthera ficoidea (L.) P.Beauv.,Alternanthera ficoidea (L.) P.Beauv.,Alternanthera ficoidea,9XG2T,Alternanthera ficoidea (L.) R.Br.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Froelichiinae|Alternanthera|Alternanthera ficoidea,
BestMatch,9.42329,Exact,0,Alternanthera halimifolia (Lam.) Standl. ex Pittier,Alternanthera halimifolia (Lam.) Standl. ex Pittier,Alternanthera halimifolia,C9G5,Alternanthera halimifolia (Lam.) Standl. ex Pittier,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Froelichiinae|Alternanthera|Alternanthera halimifolia,
BestMatch,9.42329,Exact,0,Alternanthera lanceolata (Benth.) Schinz,Alternanthera lanceolata (Benth.) Schinz,Alternanthera lanceolata,C9GJ,Alternanthera lanceolata (Benth.) Schinz,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Froelichiinae|Alternanthera|Alternanthera lanceolata,
BestMatch,9.42295,Exact,0,Alternanthera polygonoides (L.) R.Br.,Alternanthera polygonoides (L.) R.Br.,Alternanthera polygonoides,C9JL,Alternanthera sessilis (L.) R.Br. ex DC.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Froelichiinae|Alternanthera|Alternanthera sessilis,
BestMatch,9.42329,Exact,0,Alternanthera porrigens (Jacq.) Kuntze,Alternanthera porrigens (Jacq.) Kuntze,Alternanthera porrigens,C9JM,Alternanthera porrigens (Jacq.) Kuntze,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Froelichiinae|Alternanthera|Alternanthera porrigens,
BestMatch,9.42329,Exact,0,Alternanthera pubiflora (Benth.) Kuntze,Alternanthera pubiflora (Benth.) Kuntze,Alternanthera pubiflora,C9JT,Alternanthera pubiflora (Benth.) Kuntze,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Froelichiinae|Alternanthera|Alternanthera pubiflora,
BestMatch,9.42329,Exact,0,Alternanthera pungens Kunth,Alternanthera pungens Kunth,Alternanthera pungens,C9JX,Alternanthera pungens Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Froelichiinae|Alternanthera|Alternanthera pungens,
BestMatch,9.42329,Exact,0,Amaranthus blitum L.,Amaranthus blitum L.,Amaranthus blitum,CGYL,Amaranthus blitum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Amaranthoideae|Amarantheae|Amaranthinae|Amaranthus|Amaranthus blitum,
BestMatch,9.42329,Exact,0,Amaranthus caudatus L.,Amaranthus caudatus L.,Amaranthus caudatus,CGZ8,Amaranthus caudatus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Amaranthoideae|Amarantheae|Amaranthinae|Amaranthus|Amaranthus caudatus,
BestMatch,9.42260,Exact,0,Amaranthus dubius Mart. ex Thell.,Amaranthus dubius Mart. ex Thell.,Amaranthus dubius,20754,Amaranthus dubius Mart. ex Thell.,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Caryophyllanae|Caryophyllales|Amaranthaceae|Amaranthus|Amaranthus dubius,
BestMatch,9.42329,Exact,0,Amaranthus hybridus L.,Amaranthus hybridus L.,Amaranthus hybridus,CH35,Amaranthus hybridus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Amaranthoideae|Amarantheae|Amaranthinae|Amaranthus|Amaranthus hybridus,
BestMatch,9.42329,Exact,0,Amaranthus hypochondriacus L.,Amaranthus hypochondriacus L.,Amaranthus hypochondriacus,CH37,Amaranthus hypochondriacus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Amaranthoideae|Amarantheae|Amaranthinae|Amaranthus|Amaranthus hypochondriacus,
BestMatch,9.42329,Exact,0,Beta vulgaris L.,Beta vulgaris L.,Beta vulgaris,LNNK,Beta vulgaris L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Betoideae|Beta|Beta vulgaris,
BestMatch,9.42329,Exact,0,Celosia argentea L.,Celosia argentea L.,Celosia argentea,S49W,Celosia argentea L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Amaranthoideae|Celosieae|Celosia|Celosia argentea,
BestMatch,9.42329,Exact,0,Chamissoa altissima (Jacq.) Kunth,Chamissoa altissima (Jacq.) Kunth,Chamissoa altissima,TLNK,Chamissoa altissima (Jacq.) Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Amaranthoideae|Amarantheae|Amaranthinae|Chamissoa|Chamissoa altissima,
BestMatch,9.42329,Exact,0,"Chenopodiastrum murale (L.) S. Fuentes, Uotila & Borsch","Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",Chenopodiastrum murale,TX6Z,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Chenopodioideae|Atripliceae|Chenopodiastrum|Chenopodiastrum murale,
BestMatch,9.42329,Exact,0,Chenopodium album L.,Chenopodium album L.,Chenopodium album,TX8H,Chenopodium album L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Chenopodioideae|Atripliceae|Chenopodium|Chenopodium album,
BestMatch,9.42295,Exact,0,Chenopodium murale L.,Chenopodium murale L.,Chenopodium murale,TXGQ,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Chenopodioideae|Atripliceae|Chenopodiastrum|Chenopodiastrum murale,
BestMatch,9.42329,Exact,0,Chenopodium petiolare Kunth,Chenopodium petiolare Kunth,Chenopodium petiolare,TXJF,Chenopodium petiolare Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Chenopodioideae|Atripliceae|Chenopodium|Chenopodium petiolare,
BestMatch,9.42329,Exact,0,Chenopodium quinoa Willd.,Chenopodium quinoa Willd.,Chenopodium quinoa,TXKJ,Chenopodium quinoa Willd.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Chenopodioideae|Atripliceae|Chenopodium|Chenopodium quinoa,
BestMatch,9.42329,Exact,0,Dysphania ambrosioides (L.) Mosyakin & Clemants,Dysphania ambrosioides (L.) Mosyakin & Clemants,Dysphania ambrosioides,6DSM2,Dysphania ambrosioides (L.) Mosyakin & Clemants,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Chenopodioideae|Dysphanieae|Dysphania|Dysphania ambrosioides,
BestMatch,9.42329,Exact,0,Gomphrena globosa L.,Gomphrena globosa L.,Gomphrena globosa,3GTHL,Gomphrena globosa L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Gomphreninae|Gomphrena|Gomphrena globosa,
BestMatch,9.42157,Exact,0,Iresine diffusa Willd.,Iresine diffusa Willd.,Iresine diffusa,bare-name-3B0C8780DDC2FF2FCC35FB67FB7E2D3A,,false,194,Plazi,,
BestMatch,9.42295,Exact,0,Iresine herbstii Hook.,Iresine herbstii Hook.,Iresine herbstii,9XYFH,Iresine diffusa f. herbstii (Hook.) Pedersen,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Gomphreninae|Iresine|Iresine diffusa|Iresine diffusa herbstii,
BestMatch,9.42329,Exact,0,Pfaffia iresinoides (Kunth) Spreng.,Pfaffia iresinoides (Kunth) Spreng.,Pfaffia iresinoides,4FJD7,Pfaffia iresinoides (Kunth) Spreng.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Gomphrenoideae|Gomphreneae|Froelichiinae|Pfaffia|Pfaffia iresinoides,
BestMatch,9.42329,Exact,0,Spinacia oleracea L.,Spinacia oleracea L.,Spinacia oleracea,4Z547,Spinacia oleracea L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Chenopodioideae|Anserineae|Spinacia|Spinacia oleracea,
BestMatch,9.42329,Exact,0,Agapanthus africanus (L.) Hoffmanns.,Agapanthus africanus (L.) Hoffmanns.,Agapanthus africanus,65KRH,Agapanthus africanus (L.) Hoffmanns.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Agapanthus|Agapanthus africanus,
BestMatch,9.42329,Exact,0,Agapanthus praecox Willd.,Agapanthus praecox Willd.,Agapanthus praecox,65KRL,Agapanthus praecox Willd.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Agapanthus|Agapanthus praecox,
BestMatch,9.42329,Exact,0,Allium ampeloprasum L.,Allium ampeloprasum L.,Allium ampeloprasum,BTXR,Allium ampeloprasum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Allium|Allium ampeloprasum,
BestMatch,9.42329,Exact,0,Allium cepa L.,Allium cepa L.,Allium cepa,667JH,Allium cepa L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Allium|Allium cepa,
